"","MAP_PAR_ID","NHOOD","SUB_NHOOD"
"3217","83 0 8",NA,NA
"3218","83 0 6",NA,NA
"3219","83 0 2",NA,NA
"3220","83 0 5",NA,NA
"3221","83 0 4",NA,NA
"3222","82 0 40","UNO","UNO"
"3223","2 0 9A",NA,NA
"3224","81 0 29","UNO","UNO"
"3225","80 0 100","UNO","UNO"
"3226","80 0 99","UNO","UNO"
"3227","80 0 83","UNO","UNO"
"3228","80 0 98A","UNO","UNO"
"3229","80 0 105","UNO","UNO"
"3230","80 0 91B","UNO","UNO"
"3231","80 0 91A","UNO","UNO"
"3232","80 0 93","UNO","UNO"
"3233","80 0 106","UNO","UNO"
"3234","80 0 56","UNO","UNO"
"3235","80 0 58","UNO","UNO"
"3236","80 0 89","UNO","UNO"
"3237","80 0 92","UNO","UNO"
"3238","80 0 55B","UNO","UNO"
"3239","80 0 60","UNO","UNO"
"3240","80 0 101","UNO","UNO"
"3241","80 0 102","UNO","UNO"
"3242","80 0 103","UNO","UNO"
"3243","80 0 104","UNO","UNO"
"3244","80 0 84","UNO","UNO"
"3245","80 0 85","UNO","UNO"
"3246","80 0 86","UNO","UNO"
"3247","80 0 87","UNO","UNO"
"3248","80 0 88","UNO","UNO"
"3249","80 0 98B","UNO","UNO"
"3250","80 0 97","UNO","UNO"
"3251","80 0 96","UNO","UNO"
"3252","80 0 95","UNO","UNO"
"3253","80 0 94","UNO","UNO"
"3254","79 0 55","UNO","UNO"
"3255","80 0 134","UNO","UNO"
"3256","80 0 78","UNO","UNO"
"3257","80 0 79","UNO","UNO"
"3258","80 0 82","UNO","UNO"
"3259","80 0 80","UNO","UNO"
"3260","80 0 133","UNO","UNO"
"3261","80 0 132","UNO","UNO"
"3262","80 0 131","UNO","UNO"
"3263","80 0 130-2","UNO","UNO"
"3264","79 0 22","UNO","UNO"
"3265","79 0 23","UNO","UNO"
"3266","79 0 56","UNO","UNO"
"3267","79 0 21","UNO","UNO"
"3268","79 0 20","UNO","UNO"
"3269","79 0 24","UNO","UNO"
"3270","79 0 25","UNO","UNO"
"3271","79 0 26","UNO","UNO"
"3272","79 0 49","UNO","UNO"
"3273","79 0 50","UNO","UNO"
"3274","79 0 51","UNO","UNO"
"3275","79 0 52","UNO","UNO"
"3276","79 0 53","UNO","UNO"
"3277","79 0 54","UNO","UNO"
"3278","81 0 87","UNO","UNO"
"3279","81 0 132","UNO","UNO"
"3280","80 0 34","UNO","UNO"
"3281","80 0 17","UNO","UNO"
"3282","80 0 18","UNO","UNO"
"3283","80 0 36","UNO","UNO"
"3284","80 0 127","UNO","UNO"
"3285","80 0 128","UNO","UNO"
"3286","80 0 129","UNO","UNO"
"3287","79 0 133","Freeman","Freeman"
"3288","78 0 19C","Freeman","Freeman"
"3289","78 0 38A","Freeman","Freeman"
"3290","78 0 37A","Freeman","Freeman"
"3291","78 0 37","Freeman","Freeman"
"3292","78 0 48","Freeman","Freeman"
"3293","98 0 5A","Blackinton","Blackinton"
"3294","98 0 43","Blackinton","Blackinton"
"3295","99 0 34","Blackinton","Blackinton"
"3296","89 0 12","Blackinton","Blackinton"
"3297","89 0 11","Blackinton","Blackinton"
"3298","89 0 25","Blackinton","Blackinton"
"3299","96 0 3","Blackinton","Blackinton"
"3300","96 0 4","Blackinton","Blackinton"
"3301","89 0 13","Blackinton","Blackinton"
"3302","89 0 14","Blackinton","Blackinton"
"3303","89 0 23","Blackinton","Blackinton"
"3304","89 0 15","Blackinton","Blackinton"
"3305","96 0 6D","Blackinton","Blackinton"
"3306","96 0 6C","Blackinton","Blackinton"
"3307","96 0 6B","Blackinton","Blackinton"
"3308","96 0 6A","Blackinton","Blackinton"
"3309","96 0 5","Blackinton","Blackinton"
"3310","96 0 8","Blackinton","Blackinton"
"3311","96 0 6E","Blackinton","Blackinton"
"3312","97 0 36","Blackinton","Blackinton"
"3313","83 0 1",NA,NA
"3314","82 0 24","UNO","UNO"
"3315","82 0 25","UNO","UNO"
"3316","82 0 23","UNO","UNO"
"3317","82 0 22","UNO","UNO"
"3318","82 0 20","UNO","UNO"
"3319","82 0 21","UNO","UNO"
"3320","82 0 5","Brayton","Brayton"
"3321","82 0 26","UNO","UNO"
"3322","82 0 26","UNO","UNO"
"3323","82 0 18","UNO","UNO"
"3324","82 0 16","UNO","UNO"
"3325","82 0 36","UNO","UNO"
"3326","82 0 35","UNO","UNO"
"3327","82 0 34","UNO","UNO"
"3328","82 0 31","UNO","UNO"
"3329","82 0 30","UNO","UNO"
"3330","82 0 29","UNO","UNO"
"3331","82 0 28","UNO","UNO"
"3332","82 0 27","UNO","UNO"
"3333","82 0 17","UNO","UNO"
"3334","82 0 10","Brayton","Brayton"
"3335","82 0 9","Brayton","Brayton"
"3336","82 0 8","Brayton","Brayton"
"3337","82 0 33","UNO","UNO"
"3338","82 0 32","UNO","UNO"
"3339","82 0 13","UNO","UNO"
"3340","82 0 14","UNO","UNO"
"3341","82 0 15","UNO","UNO"
"3342",NA,NA,NA
"3343","82 0 12","Brayton","Brayton"
"3344","81 0 19","UNO","UNO"
"3345","81 0 3","UNO","UNO"
"3346","81 0 20","UNO","UNO"
"3347","81 0 2","UNO","UNO"
"3348","81 0 49","UNO","UNO"
"3349","81 0 26","UNO","UNO"
"3350","81 0 28","UNO","UNO"
"3351","81 0 24","UNO","UNO"
"3352","81 0 60B","UNO","UNO"
"3353","81 0 60","UNO","UNO"
"3354","81 0 60A","UNO","UNO"
"3355","81 0 63","UNO","UNO"
"3356","81 0 62","UNO","UNO"
"3357","81 0 59","UNO","UNO"
"3358","81 0 58","UNO","UNO"
"3359","81 0 57","UNO","UNO"
"3360","81 0 53","UNO","UNO"
"3361","81 0 54","UNO","UNO"
"3362","81 0 55","UNO","UNO"
"3363","81 0 56A","UNO","UNO"
"3364","81 0 56","UNO","UNO"
"3365","81 0 69","UNO","UNO"
"3366","81 0 70","UNO","UNO"
"3367","81 0 51","UNO","UNO"
"3368","81 0 90","UNO","UNO"
"3369","81 0 103","UNO","UNO"
"3370","81 0 102","UNO","UNO"
"3371","81 0 99","UNO","UNO"
"3372","81 0 92","UNO","UNO"
"3373","82 0 37","UNO","UNO"
"3374","82 0 42","UNO","UNO"
"3375","82 0 43","UNO","UNO"
"3376","82 0 39","UNO","UNO"
"3377","82 0 38","UNO","UNO"
"3378","82 0 41","UNO","UNO"
"3379","79 0 48","UNO","UNO"
"3380","79 0 27","UNO","UNO"
"3381","79 0 28","UNO","UNO"
"3382","81 0 132A","UNO","UNO"
"3383","80 0 55A","UNO","UNO"
"3384","80 0 59","UNO","UNO"
"3385","80 0 57","UNO","UNO"
"3386","81 0 133","UNO","UNO"
"3387","81 0 145","UNO","UNO"
"3388","81 0 144","UNO","UNO"
"3389","81 0 147","UNO","UNO"
"3390","81 0 148","UNO","UNO"
"3391","81 0 146","UNO","UNO"
"3392","81 0 111","UNO","UNO"
"3393","81 0 110","UNO","UNO"
"3394","81 0 137","UNO","UNO"
"3395","81 0 136","UNO","UNO"
"3396","81 0 135","UNO","UNO"
"3397","81 0 134","UNO","UNO"
"3398","81 0 153","UNO","UNO"
"3399","81 0 156","UNO","UNO"
"3400","81 0 143","UNO","UNO"
"3401","81 0 147A","UNO","UNO"
"3402","81 0 138","UNO","UNO"
"3403","80 0 3","UNO","UNO"
"3404","80 0 4","UNO","UNO"
"3405","80 0 2","UNO","UNO"
"3406","80 0 31","UNO","UNO"
"3407","80 0 31B","UNO","UNO"
"3408","80 0 32","UNO","UNO"
"3409","80 0 33","UNO","UNO"
"3410","80 0 30","UNO","UNO"
"3411","80 0 29","UNO","UNO"
"3412","80 0 22","UNO","UNO"
"3413","80 0 126","UNO","UNO"
"3414","80 0 19","UNO","UNO"
"3415","80 0 21","UNO","UNO"
"3416","80 0 20","UNO","UNO"
"3417","79 0 61A","UNO","UNO"
"3418","79 0 61","UNO","UNO"
"3419","79 0 139","Freeman","Freeman"
"3420","79 0 140","Freeman","Freeman"
"3421","79 0 63","UNO","UNO"
"3422","79 0 105","Freeman","Freeman"
"3423","78 0 46G","Freeman","Freeman"
"3424","78 0 38","Freeman","Freeman"
"3425","78 0 4","Freeman","Freeman"
"3426","78 0 5","Freeman","Freeman"
"3427","78 0 6","Freeman","Freeman"
"3428","78 0 7","Freeman","Freeman"
"3429","78 0 8B","Freeman","Freeman"
"3430","78 0 8","Freeman","Freeman"
"3431","79 0 42","UNO","UNO"
"3432","79 0 34","UNO","UNO"
"3433","79 0 44","UNO","UNO"
"3434","79 0 44A","UNO","UNO"
"3435","79 0 43","UNO","UNO"
"3436","79 0 45","UNO","UNO"
"3437","79 0 46","UNO","UNO"
"3438","79 0 33","UNO","UNO"
"3439","79 0 32","UNO","UNO"
"3440","79 0 31","UNO","UNO"
"3441","79 0 30","UNO","UNO"
"3442","79 0 29","UNO","UNO"
"3443","79 0 41","UNO","UNO"
"3444","79 0 40","UNO","UNO"
"3445","79 0 90","UNO","UNO"
"3446","79 0 89","UNO","UNO"
"3447","79 0 39","UNO","UNO"
"3448","79 0 38","UNO","UNO"
"3449","79 0 91","UNO","UNO"
"3450","79 0 92","UNO","UNO"
"3451","79 0 37","UNO","UNO"
"3452","79 0 36","UNO","UNO"
"3453","79 0 35","UNO","UNO"
"3454","79 0 144","Freeman","Freeman"
"3455","79 0 100","Freeman","Freeman"
"3456","79 0 104A","Freeman","Freeman"
"3457","79 0 103","Freeman","Freeman"
"3458","79 0 143","Freeman","Freeman"
"3459","79 0 142","Freeman","Freeman"
"3460","79 0 101","Freeman","Freeman"
"3461","79 0 102","Freeman","Freeman"
"3462","79 0 102A","Freeman","Freeman"
"3463","79 0 149","Freeman","Freeman"
"3464","79 0 148","Freeman","Freeman"
"3465","79 0 147A","Freeman","Freeman"
"3466","79 0 146","Freeman","Freeman"
"3467","79 0 147B","Freeman","Freeman"
"3468","79 0 145","Freeman","Freeman"
"3469","78 0 15","Freeman","Freeman"
"3470","78 0 36","Freeman","Freeman"
"3471","78 0 24","Freeman","Freeman"
"3472","78 0 23","Freeman","Freeman"
"3473","78 0 22","Freeman","Freeman"
"3474","78 0 21","Freeman","Freeman"
"3475","78 0 20","Freeman","Freeman"
"3476","78 0 42","Freeman","Freeman"
"3477","78 0 41","Freeman","Freeman"
"3478","78 0 40","Freeman","Freeman"
"3479","78 0 39","Freeman","Freeman"
"3480","78 0 58","Freeman","Freeman"
"3481","78 0 57","Freeman","Freeman"
"3482","78 0 56","Freeman","Freeman"
"3483","78 0 56A","Freeman","Freeman"
"3484","78 0 9","Freeman","Freeman"
"3485","79 0 87A","UNO","UNO"
"3486","79 0 64","UNO","UNO"
"3487","79 0 62","UNO","UNO"
"3488","79 0 88","UNO","UNO"
"3489","79 0 65","UNO","UNO"
"3490","78 0 46F","Freeman","Freeman"
"3491","78 0 78","Freeman","Freeman"
"3492","77 0 48","Freeman","Freeman"
"3493","77 0 49","Freeman","Freeman"
"3494","77 0 50","Freeman","Freeman"
"3495","77 0 51","Freeman","Freeman"
"3496","77 0 52","Freeman","Freeman"
"3497","77 0 53","Freeman","Freeman"
"3498","77 0 43","Freeman","Freeman"
"3499","77 0 31","Freeman","Freeman"
"3500","77 0 44","Freeman","Freeman"
"3501","77 0 39","Freeman","Freeman"
"3502","77 0 40&41","Freeman","Freeman"
"3503","77 0 42","Freeman","Freeman"
"3504","77 0 36-1","Freeman","Freeman"
"3505","77 0 38","Freeman","Freeman"
"3506","77 0 37","Freeman","Freeman"
"3507","77 0 35","Freeman","Freeman"
"3508","77 0 30-B","Freeman","Freeman"
"3509","77 0 33","Freeman","Freeman"
"3510","77 0 34","Freeman","Freeman"
"3511","78 0 77","Freeman","Freeman"
"3512","78 0 76","Freeman","Freeman"
"3513","77 0 60","Freeman","Freeman"
"3514","77 0 61","Freeman","Freeman"
"3515","77 0 58","Freeman","Freeman"
"3516","77 0 59","Freeman","Freeman"
"3517","77 0 45","Freeman","Freeman"
"3518","77 0 16","Freeman","Freeman"
"3519","77 0 15","Freeman","Freeman"
"3520","75 0 8","Beaver","Beaver"
"3521","75 0 24","Beaver","Beaver"
"3522","76 0 2","Beaver","Beaver"
"3523","75 0 3","Beaver","Beaver"
"3524","75 0 4","Beaver","Beaver"
"3525","75 0 2","Beaver","Beaver"
"3526","75 0 25","Beaver","Beaver"
"3527","75 0 5","Beaver","Beaver"
"3528","75 0 6","Beaver","Beaver"
"3529","75 0 19A","Beaver","Beaver"
"3530","75 0 19","Beaver","Beaver"
"3531","76 0 4","Beaver","Beaver"
"3532","76 0 5A","Beaver","Beaver"
"3533","76 0 5","Beaver","Beaver"
"3534","75 0 7","Beaver","Beaver"
"3535","75 0 9","Beaver","Beaver"
"3536","75 0 14","Beaver","Beaver"
"3537","75 0 17","Beaver","Beaver"
"3538","4 0 21","Mohawk Tl","Mohawk Tl"
"3539","4 0 16","Mohawk Tl","Mohawk Tl"
"3540","2 0 9",NA,NA
"3541","80 0 107","UNO","UNO"
"3542","77 0 42-1","Freeman","Freeman"
"3543","81 0 20A","UNO","UNO"
"3544","81 0 22","UNO","UNO"
"3545","97 0 34","Blackinton","Blackinton"
"3546","97 0 33","Blackinton","Blackinton"
"3547","98 0 41","Blackinton","Blackinton"
"3548","80 0 90","UNO","UNO"
"3549","81 0 77","UNO","UNO"
"3550","81 0 76","UNO","UNO"
"3551","58 0 20","UNO","UNO"
"3552","91 0 16A","Blackinton","Blackinton"
"3553","90 0 55","Blackinton","Blackinton"
"3554","90 0 27","Blackinton","Blackinton"
"3555","90 0 26","Blackinton","Blackinton"
"3556","90 0 25","Blackinton","Blackinton"
"3557","90 0 24","Blackinton","Blackinton"
"3558","90 0 23","Blackinton","Blackinton"
"3559","90 0 22","Blackinton","Blackinton"
"3560","90 0 21","Blackinton","Blackinton"
"3561","90 0 19","Blackinton","Blackinton"
"3562","90 0 58","Blackinton","Blackinton"
"3563","90 0 57","Blackinton","Blackinton"
"3564","90 0 56","Blackinton","Blackinton"
"3565","89 0 32B","Blackinton","Blackinton"
"3566","89 0 32A","Blackinton","Blackinton"
"3567","89 0 32A","Blackinton","Blackinton"
"3568","90 0 40","Blackinton","Blackinton"
"3569","91 0 20A","Blackinton","Blackinton"
"3570","91 0 15A","Blackinton","Blackinton"
"3571","91 0 17","Blackinton","Blackinton"
"3572","91 0 16","Blackinton","Blackinton"
"3573","91 0 15","Blackinton","Blackinton"
"3574","91 0 18","Blackinton","Blackinton"
"3575","91 0 21-A","Blackinton","Blackinton"
"3576","90 0 33","Blackinton","Blackinton"
"3577","90 0 32","Blackinton","Blackinton"
"3578","90 0 31","Blackinton","Blackinton"
"3579","90 0 30","Blackinton","Blackinton"
"3580","90 0 28","Blackinton","Blackinton"
"3581","90 0 39","Blackinton","Blackinton"
"3582","90 0 36","Blackinton","Blackinton"
"3583","90 0 60","Blackinton","Blackinton"
"3584","90 0 49","Blackinton","Blackinton"
"3585","90 0 41B","Blackinton","Blackinton"
"3586","90 0 41A","Blackinton","Blackinton"
"3587","90 0 41D","Blackinton","Blackinton"
"3588","90 0 51","Blackinton","Blackinton"
"3589","90 0 50","Blackinton","Blackinton"
"3590","90 0 42","Blackinton","Blackinton"
"3591","90 0 53","Blackinton","Blackinton"
"3592","90 0 52","Blackinton","Blackinton"
"3593","90 0 48","Blackinton","Blackinton"
"3594","90 0 47","Blackinton","Blackinton"
"3595","90 0 46","Blackinton","Blackinton"
"3596","90 0 45","Blackinton","Blackinton"
"3597","89 0 26","Blackinton","Blackinton"
"3598","89 0 27","Blackinton","Blackinton"
"3599","2 0 3",NA,NA
"3600","2 0 5A",NA,NA
"3601","83 0 19",NA,NA
"3602","58 0 13","UNO","UNO"
"3603","58 0 12","UNO","UNO"
"3604","81 0 33","UNO","UNO"
"3605","81 0 34","UNO","UNO"
"3606","81 0 35","UNO","UNO"
"3607","81 0 36","UNO","UNO"
"3608","81 0 37","UNO","UNO"
"3609","81 0 39","UNO","UNO"
"3610","81 0 38","UNO","UNO"
"3611","81 0 32","UNO","UNO"
"3612","81 0 31","UNO","UNO"
"3613","81 0 30","UNO","UNO"
"3614","58 0 14","UNO","UNO"
"3615","58 0 11","UNO","UNO"
"3616","58 0 10","UNO","UNO"
"3617","58 0 7","UNO","UNO"
"3618","58 0 8","UNO","UNO"
"3619","58 0 9","UNO","UNO"
"3620","81 0 75","UNO","UNO"
"3621","81 0 74","UNO","UNO"
"3622","81 0 73","UNO","UNO"
"3623","58 0 15","UNO","UNO"
"3624","58 0 19","UNO","UNO"
"3625","58 0 17","UNO","UNO"
"3626","58 0 18","UNO","UNO"
"3627","58 0 16","UNO","UNO"
"3628","80 0 139","UNO","UNO"
"3629","80 0 42","UNO","UNO"
"3630","80 0 38","UNO","UNO"
"3631","80 0 39","UNO","UNO"
"3632","80 0 40","UNO","UNO"
"3633","81 0 131","UNO","UNO"
"3634","81 0 122","UNO","UNO"
"3635","81 0 119","UNO","UNO"
"3636","81 0 120","UNO","UNO"
"3637","81 0 121","UNO","UNO"
"3638","58 0 25","UNO","UNO"
"3639","81 0 79A","UNO","UNO"
"3640","81 0 79","UNO","UNO"
"3641","81 0 115","UNO","UNO"
"3642","81 0 117","UNO","UNO"
"3643","81 0 118","UNO","UNO"
"3644","81 0 83","UNO","UNO"
"3645","81 0 82","UNO","UNO"
"3646","81 0 81","UNO","UNO"
"3647","81 0 80","UNO","UNO"
"3648","58 0 24","UNO","UNO"
"3649","58 0 21","UNO","UNO"
"3650","81 0 162","UNO","UNO"
"3651","81 0 130","UNO","UNO"
"3652","81 0 129","UNO","UNO"
"3653","81 0 127","UNO","UNO"
"3654","81 0 125","UNO","UNO"
"3655","81 0 124","UNO","UNO"
"3656","81 0 123","UNO","UNO"
"3657","58 0 28","UNO","UNO"
"3658","58 0 27","UNO","UNO"
"3659","58 0 26","UNO","UNO"
"3660","80 0 13","UNO","UNO"
"3661","80 0 14C","UNO","UNO"
"3662","80 0 9B","UNO","UNO"
"3663","80 0 9A","UNO","UNO"
"3664","80 0 9C","UNO","UNO"
"3665","80 0 9","UNO","UNO"
"3666","59 0 5","UNO","UNO"
"3667","59 0 4","UNO","UNO"
"3668","59 0 3","UNO","UNO"
"3669","59 0 2","UNO","UNO"
"3670","59 0 1","UNO","UNO"
"3671","80 0 35","UNO","UNO"
"3672","80 0 37","UNO","UNO"
"3673","80 0 14A","UNO","UNO"
"3674","80 0 14B","UNO","UNO"
"3675","80 0 14","UNO","UNO"
"3676","80 0 16","UNO","UNO"
"3677","80 0 15","UNO","UNO"
"3678","59 0 6A","UNO","UNO"
"3679","59 0 6","UNO","UNO"
"3680","80 0 43","UNO","UNO"
"3681","80 0 53","UNO","UNO"
"3682","80 0 52","UNO","UNO"
"3683","80 0 51","UNO","UNO"
"3684","59 0 8","UNO","UNO"
"3685","80 0 112&","UNO","UNO"
"3686","80 0 47","UNO","UNO"
"3687","80 0 110","UNO","UNO"
"3688","80 0 109","UNO","UNO"
"3689","80 0 108","UNO","UNO"
"3690","59 0 14","UNO","UNO"
"3691","59 0 15","UNO","UNO"
"3692","79 0 83","UNO","UNO"
"3693","80 0 120","UNO","UNO"
"3694","80 0 119","UNO","UNO"
"3695","80 0 118","UNO","UNO"
"3696","80 0 117","UNO","UNO"
"3697","80 0 115","UNO","UNO"
"3698","80 0 114","UNO","UNO"
"3699","80 0 121","UNO","UNO"
"3700","80 0 122","UNO","UNO"
"3701","80 0 123","UNO","UNO"
"3702","80 0 124","UNO","UNO"
"3703","79 0 82","UNO","UNO"
"3704","79 0 124","Freeman","Freeman"
"3705","79 0 125","Freeman","Freeman"
"3706","60 0 49","Freeman","Freeman"
"3707","60 0 48","Freeman","Freeman"
"3708","60 0 47","Freeman","Freeman"
"3709","60 0 46","Freeman","Freeman"
"3710","60 0 28","Freeman","Freeman"
"3711","60 0 29","Freeman","Freeman"
"3712","60 0 65","Freeman","Freeman"
"3713","79 0 132","Freeman","Freeman"
"3714","79 0 131","Freeman","Freeman"
"3715","79 0 115","Freeman","Freeman"
"3716","79 0 114","Freeman","Freeman"
"3717","78 0 17C","Freeman","Freeman"
"3718","78 0 17B","Freeman","Freeman"
"3719","78 0 17A","Freeman","Freeman"
"3720","78 0 18","Freeman","Freeman"
"3721","60 0 63","Freeman","Freeman"
"3722","60 0 64","Freeman","Freeman"
"3723","60 0 50","Freeman","Freeman"
"3724","60 0 51","Freeman","Freeman"
"3725","61 0 20","Freeman","Freeman"
"3726","61 0 3","Freeman","Freeman"
"3727","78 0 38E","Freeman","Freeman"
"3728","78 0 38D","Freeman","Freeman"
"3729","78 0 38C","Freeman","Freeman"
"3730","61 0 41A","Freeman","Freeman"
"3731","78 0 19","Freeman","Freeman"
"3732","78 0 19D","Freeman","Freeman"
"3733","78 0 19A","Freeman","Freeman"
"3734","78 0 19B","Freeman","Freeman"
"3735","78 0 10","Freeman","Freeman"
"3736","78 0 13","Freeman","Freeman"
"3737","78 0 14","Freeman","Freeman"
"3738","61 0 1","Freeman","Freeman"
"3739","61 0 21A","Freeman","Freeman"
"3740","61 0 21","Freeman","Freeman"
"3741","78 0 38B","Freeman","Freeman"
"3742","78 0 37D","Freeman","Freeman"
"3743","78 0 37C","Freeman","Freeman"
"3744","78 0 37B","Freeman","Freeman"
"3745","61&78 0 37E","Freeman","Freeman"
"3746","61 0 41C","Freeman","Freeman"
"3747","61 0 41","Freeman","Freeman"
"3748","78 0 53","Freeman","Freeman"
"3749","78 0 52","Freeman","Freeman"
"3750","78 0 51","Freeman","Freeman"
"3751","78 0 50","Freeman","Freeman"
"3752","78 0 49","Freeman","Freeman"
"3753","61 0 43","Freeman","Freeman"
"3754","61 0 44","Freeman","Freeman"
"3755","61 0 45","Freeman","Freeman"
"3756","78 0 46B","Freeman","Freeman"
"3757","78 0 46C","Freeman","Freeman"
"3758","78 0 46D","Freeman","Freeman"
"3759","78 0 46E","Freeman","Freeman"
"3760","1 0 2A","Blackinton","Blackinton"
"3761","89 0 22","Blackinton","Blackinton"
"3762","89 0 16","Blackinton","Blackinton"
"3763","89 0 19","Blackinton","Blackinton"
"3764","89 0 17B","Blackinton","Blackinton"
"3765","89 0 17C","Blackinton","Blackinton"
"3766","1 0 A","Blackinton","Blackinton"
"3767","1 0 B-REAR","Blackinton","Blackinton"
"3768","89 0 21","Blackinton","Blackinton"
"3769","89 0 20","Blackinton","Blackinton"
"3770","89 0 18","Blackinton","Blackinton"
"3771","89 0 17","Blackinton","Blackinton"
"3772","99 0 31",NA,NA
"3773","82 0 48","UNO","UNO"
"3774","82 0 49","UNO","UNO"
"3775","82 0 50","UNO","UNO"
"3776","82 0 54","UNO","UNO"
"3777","82 0 55","UNO","UNO"
"3778","82 0 60","UNO","UNO"
"3779","57 0 2A","UNO","UNO"
"3780","81 0 14","UNO","UNO"
"3781","81 0 15","UNO","UNO"
"3782","81 0 13","UNO","UNO"
"3783","58 0 6","UNO","UNO"
"3784","58 0 5","UNO","UNO"
"3785","58 0 4","UNO","UNO"
"3786","58 0 3","UNO","UNO"
"3787","82 0 57","UNO","UNO"
"3788","82 0 58","UNO","UNO"
"3789","82 0 62","UNO","UNO"
"3790","82 0 52","UNO","UNO"
"3791","82 0 44","UNO","UNO"
"3792","82 0 45","UNO","UNO"
"3793","82 0 46","UNO","UNO"
"3794","82 0 47","UNO","UNO"
"3795","82 0 51","UNO","UNO"
"3796","82 0 53","UNO","UNO"
"3797","82 0 56","UNO","UNO"
"3798","82 0 59","UNO","UNO"
"3799","82 0 61","UNO","UNO"
"3800","82 0 63","UNO","UNO"
"3801","82 0 64","UNO","UNO"
"3802","57 0 1","UNO","UNO"
"3803","81 0 9","UNO","UNO"
"3804","81 0 164","UNO","UNO"
"3805","81 0 163","UNO","UNO"
"3806","81 0 12","UNO","UNO"
"3807","81 0 12-A","UNO","UNO"
"3808","57 0 4","UNO","UNO"
"3809","58 0 1","UNO","UNO"
"3810","58 0 2","UNO","UNO"
"3811","78 0 74","Freeman","Freeman"
"3812","78 0 69","Freeman","Freeman"
"3813","61 0 4A","Freeman","Freeman"
"3814","61 0 2A","Freeman","Freeman"
"3815","79 0 1A","UNO","UNO"
"3816","80 0 116","UNO","UNO"
"3817","80 0 125","UNO","UNO"
"3818","80 0 45","UNO","UNO"
"3819","80 0 44","UNO","UNO"
"3820","80 0 50","UNO","UNO"
"3821","79 0 57","UNO","UNO"
"3822","59 0 16C","UNO","UNO"
"3823","79 0 77","UNO","UNO"
"3824","79 0 78","UNO","UNO"
"3825","79 0 79","UNO","UNO"
"3826","79 0 80","UNO","UNO"
"3827","79 0 81","UNO","UNO"
"3828","79 0 81A","UNO","UNO"
"3829","79 0 1-B","UNO","UNO"
"3830","79 0 60","UNO","UNO"
"3831","79 0 59","UNO","UNO"
"3832","79 0 58","UNO","UNO"
"3833","61 0 2","Freeman","Freeman"
"3834","79 0 107","Freeman","Freeman"
"3835","79 0 108","Freeman","Freeman"
"3836","79 0 87","UNO","UNO"
"3837","60 0 27","Freeman","Freeman"
"3838","60 0 26","Freeman","Freeman"
"3839","60 0 25","Freeman","Freeman"
